Laptop,Status,Brand,Country_code,Model,CPU,RAM,Storage,Storage type,Screen,Touch,Price
"Apple MacBook Pro Intel Core i5/16GB/512GB SSD/13.3"" Plata",Refurbished,Apple,CN,MacBook Pro,Intel Core i5,16,512,SSD,13.3,No,1299.75
"Apple MacBook Pro Intel Core i5/8GB/256GB SSD/13.3"" Gris Espacial",Refurbished,Apple,CO,MacBook Pro,Intel Core i5,8,256,SSD,13.3,No,816.4
"Apple MacBook Pro Intel Core i5/8GB/256GB SSD/13.3"" Plata",Refurbished,Apple,CR,MacBook Pro,Intel Core i5,8,256,SSD,13.3,No,1155.01
"Apple MacBook Pro Intel Core i5/8GB/512GB SSD/13.3"" Gris Espacial",Refurbished,Apple,CU,MacBook Pro,Intel Core i5,8,512,SSD,13.3,No,1063.34
"Apple MacBook Pro Intel Core i5/8GB/512GB SSD/13.3"" Plata",Refurbished,Apple,CV,MacBook Pro,Intel Core i5,8,512,SSD,13.3,No,1299.75
"Apple MacBook Pro Intel Core i7 2.6GHz/16GB/256GB SSD/Radeon Pro 555X/15.4"" Plata",Refurbished,Apple,CX,MacBook Pro,Intel Core i7,16,256,SSD,15.4,No,1118.25
"Apple MacBook Pro Intel Core i9 2.3GHz/16GB/512GB SSD/Radeon Pro 560X/15.4"" Gris Espacial",Refurbished,Apple,CY,MacBook Pro,Intel Core i9,16,512,SSD,15.4,No,1410.65
"Apple MacBook Pro Intel Core i9 2.3GHz/16GB/512GB SSD/Radeon Pro 560X/15.4"" Plata",Refurbished,Apple,CZ,MacBook Pro,Intel Core i9,16,512,SSD,15.4,No,1410.65
"Apple MacBook Pro Touch Bar Intel Core i7/16Gb/1TB SSD/13.3"" Gris Espacial",Refurbished,Apple,DE,MacBook Pro,Intel Core i7,16,1000,SSD,13.3,No,1632.5
"Apple Macbook Air Apple M2/8 GB/256GB SSD/GPU Octa Core/13.6"" Midnight",Refurbished,Apple,DJ,MacBook Air,Apple M2,8,256,SSD,13.6,No,1519
"Apple Macbook Pro Intel Core聽i9/32GB/2TB SSD/Radeon聽Pro 5500M/Layout USA/16"" Gris Espacial",Refurbished,Apple,DK,MacBook Pro,Intel Core i9,32,2000,SSD,16,No,2711.4
"Asus Chromebook 14 C424MA-EB0088 Intel Celeron N4020/8GB/64GB eMMC/14""",Refurbished,Asus,DM,Chromebook,Intel Celeron,8,64,eMMC,14,No,399
"Asus E510MA-BQ509TS Intel Celeron N4020/4GB/128GB eMMC/15.6""",Refurbished,Asus,DO,E510,Intel Celeron,4,128,eMMC,15.6,No,299
"Asus ExpertBook B1 B1500CEAE-EJ0609T Intel Core i5-1135G7/8GB/1TB SSD/15.6""",Refurbished,Asus,DZ,ExpertBook,Intel Core i5,8,1000,SSD,15.6,No,699
"Asus ExpertBook L1500CDA-EJ0480R AMD Ryzen 3 3250U/8GB/256GB SSD/15.6""",Refurbished,Asus,EC,ExpertBook,AMD Ryzen 3,8,256,SSD,15.6,No,469
"Asus F415JA-EK395 Intel Core i5-1035G1/8GB/512GB SSD/14""",Refurbished,Asus,EE,F415,Intel Core i5,8,512,SSD,14,No,403.23
"Asus F515JA-BQ1126T Intel Core i7-1065G7/8GB/512GB SSD/15.6""",Refurbished,Asus,EG,F515,Intel Core i7,8,512,SSD,15.6,No,699
"Asus P1411CJA-BV377R Intel Core i5-1035G1/8GB/256GB SSD/14""",Refurbished,Asus,EH,P1411,Intel Core i5,8,256,SSD,14,No,549
"Asus ROG Flow X13 GV301QH-K5254T AMD Ryzen 9 5980HS/32GB/1TB SSD/GTX 1650+RTX 3080/13.4"" T谩ctil",Refurbished,Asus,ER,ROG,AMD Ryzen 9,32,1000,SSD,13.4,Yes,2099
"Asus ROG G513QM-HF026 AMD Ryzen 7 5800H/16GB/1TB SSD/RTX3060/15.6""",Refurbished,Asus,ES,ROG,AMD Ryzen 7,16,1000,SSD,15.6,No,1020.84
"Asus ROG G513QM-HF246 AMD Ryzen 7 5800H/16GB/1TB SSD/RTX3060/15.6""",Refurbished,Asus,ET,ROG,AMD Ryzen 7,16,1000,SSD,15.6,No,1183.68
"Asus ROG G513QM-HF326 AMD Ryzen 9 5900HX/16GB/1TB SSD/RTX3060/15.6""",Refurbished,Asus,FI,ROG,AMD Ryzen 9,16,1000,SSD,15.6,No,1299
"Asus ROG Strix G15 G512LW-HN038 Intel Core i7-10750H/16GB/512GB SSD/RTX 2070/15.6""",Refurbished,Asus,FJ,ROG,Intel Core i7,16,512,SSD,15.6,No,1106.34
"Asus ROG Strix SCAR 15 G533QS-HF009T AMD Ryzen 9 5900HX/32GB/1TB SSD/RTX 3080/15.6""",Refurbished,Asus,FK,ROG,AMD Ryzen 9,32,1000,SSD,15.6,No,2071.29
"Asus ROG Strix SCAR 17 G733QR-K4008T AMD Ryzen 9 5900HX/32GB/1TB SSD/RTX 3070/17.3""",Refurbished,Asus,FM,ROG,AMD Ryzen 9,32,1000,SSD,17.3,No,1931.64
"Asus ROG Zephyrus G14 GA401II-HE004 AMD Ryzen 7 4800HS/16GB/1TB SSD/GTX 1650Ti/14""",Refurbished,Asus,FO,ROG,AMD Ryzen 7,16,1000,SSD,14,No,771.79
"Asus ROG Zephyrus G14 GA401II-HE004T AMD Ryzen 7 4800HS/16GB/1TB SSD/GTX 1650Ti/14""",Refurbished,Asus,FR,ROG,AMD Ryzen 7,16,1000,SSD,14,No,852.09
"Asus ROG Zephyrus G14 GA401IU-HA134T AMD Ryzen 9 4900HS/16GB/1TB SSD/GTX 1660/14""",Refurbished,Asus,GA,ROG,AMD Ryzen 9,16,1000,SSD,14,No,1399
"Asus ROG Zephyrus G14 GA402RK-L8150W AMD Ryzen 9 6900HS/32GB/1TB SSD/RX 6800S/14""",Refurbished,Asus,GB,ROG,AMD Ryzen 9,32,1000,SSD,14,No,2799
"Asus ROG Zephyrus S17 GX701LXS-HG032T Intel Core i7-10875H/32GB/1TB SSD/RTX 2080/17.3""",Refurbished,Asus,GD,ROG,Intel Core i7,32,1000,SSD,17.3,No,1792.89
"Asus ROG Zephyrus S17 GX703HS-KF015T Intel Core i9-11900H/32GB/3TB SSD/RTX 3080/17.3""",Refurbished,Asus,GE,ROG,Intel Core i9,32,3000,SSD,17.3,No,3499.01
"Asus Rog Strix G15 G512LU-HN161 Intel Core i7-10750H/16GB/1TB SSD/GTX 1660Ti/15.6""",Refurbished,Asus,GF,ROG,Intel Core i7,16,1000,SSD,15.6,No,880.19
"Asus Rog Strix G15 G512LV-HN221 Intel Core i7-10870H/16GB/1TB SSD/RTX2060/15.6""",Refurbished,Asus,GG,ROG,Intel Core i7,16,1000,SSD,15.6,No,856.24
"Asus Rog Strix G15 G513QR-HF010T AMD Ryzen 7 5800H/16GB/1TB SSD/RTX 3070/15.6""",Refurbished,Asus,GH,ROG,AMD Ryzen 7,16,1000,SSD,15.6,No,1499
"Asus Rog Strix G15 G513QR-HF120 AMD Ryzen 7 5800H/32GB/1TB SSD/RTX 3070/15.6""",Refurbished,Asus,GI,ROG,AMD Ryzen 7,32,1000,SSD,15.6,No,1397.54
"Asus Rog Strix G17 G713QR-HG053 AMD Ryzen 9 5900HX/32GB/1TB SSD/RTX 3070/17.3""",Refurbished,Asus,GL,ROG,AMD Ryzen 9,32,1000,SSD,17.3,No,1999
"Asus Rog Strix G531GT-BQ165 Intel Core i7-9750H/16GB/512GB SSD/GTX1650/15.6""",Refurbished,Asus,GM,ROG,Intel Core i7,16,512,SSD,15.6,No,815.44
"Asus Rog Strix G731GW-EV178 Intel Core i7-9750H/32GB/1TB SSD/RTX 2070/17.3""",Refurbished,Asus,GN,ROG,Intel Core i7,32,1000,SSD,17.3,No,1465.79
"Asus Rog Strix SCAR 17 G732LXS-HG066T Intel Core i9-10980HK/32GB/1TB SSD/RTX 2080 SUPER/17.3""",Refurbished,Asus,GP,ROG,Intel Core i9,32,1000,SSD,17.3,No,1770.24
"Asus Rog Strix SCAR 17 G733QS-K4170T AMD Ryzen 9 5900HX/64GB/1TB+1TB SSD/RTX 3080/17.3""",Refurbished,Asus,GQ,ROG,AMD Ryzen 9,64,1000,SSD,17.3,No,2871.29
"Asus Rog Strix SCAR17 G732LXS-HG014T Intel Core i7-10875H/32GB/1TB SSD/RTX2080 SUPER/17.3""",Refurbished,Asus,GR,ROG,Intel Core i7,32,1000,SSD,17.3,No,1571.74
"Asus Rog Strix Scar17 G732LWS-HG053T Intel Core i9-10980HK/32GB/1TB SSD/RTX2070SUPER/17.3""",Refurbished,Asus,GS,ROG,Intel Core i9,32,1000,SSD,17.3,No,1861.34
"Asus Rog Zephyrus G14 GA401IU-HE002 AMD Ryzen 7 4800HS APU/16GB/1TB SSD/GTX1660Ti/14""",Refurbished,Asus,GT,ROG,AMD Ryzen 7,16,1000,SSD,14,No,854.59
"Asus Rog Zephyrus G15 GA502IV-HN024 AMD Ryzen 7 4800HS APU/16GB/1TB SSD/RTX2060/15.6""",Refurbished,Asus,GU,ROG,AMD Ryzen 7,16,1000,SSD,15.6,No,1091.09
"Asus Rog Zephyrus M15 GU502LV-AZ057T Intel Core i7-10750H/16GB/512GB SSD/RTX2060/15.6""",Refurbished,Asus,GW,ROG,Intel Core i7,16,512,SSD,15.6,No,1067.29
"Asus Rog Zephyrus M15 GU502LW-HN071T Intel Core i7-10750H/16GB/1TB SSD/RTX2070/15.6""",Refurbished,Asus,GY,ROG,Intel Core i7,16,1000,SSD,15.6,No,1271.09
"Asus Rog Zephyrus S GX701GWR-H6063T Intel Core i7-9750H/16GB/512GB SSD/RTX2070/17.3""",Refurbished,Asus,GZ,ROG,Intel Core i7,16,512,SSD,17.3,No,1648.69
"Asus TUF Dash F15 FX516PM-HN023 Intel Core i7-11370H/16GB/512GB SSD/RTX 3060/15.6""",Refurbished,Asus,HK,TUF,Intel Core i7,16,512,SSD,15.6,No,942.84
"Asus TUF Dash F15 FX516PM-HN024 Intel Core i7-11370H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Asus,HM,TUF,Intel Core i7,16,1000,SSD,15.6,No,830.39
"Asus TUF Gaming A15 FA506IV-HN337 AMD Ryzen 7 4800H/16GB/1TB SSD/RTX 2060/15.6""",Refurbished,Asus,HN,TUF,AMD Ryzen 7,16,1000,SSD,15.6,No,757.53
Asus TUF Gaming A15 FA506QM-HN005 AMD Ryzen 7 5800H/16 GB/1TB SSD/RTX3060/15.6'',Refurbished,Asus,HR,TUF,AMD Ryzen 7,16,1000,SSD,15.6,No,1175.14
"Asus TUF Gaming A15 FA507RR-HN003 AMD Ryzen 7 6800H/16GB/1TB SSD/RTX 3070/15.6""",Refurbished,Asus,HT,TUF,AMD Ryzen 7,16,1000,SSD,15.6,No,1999
"Asus TUF Gaming A17 FA706QM-HX001 AMD Ryzen 7 5800H/16GB/1TB SSD/RTX 3060/17.3""",Refurbished,Asus,HU,TUF,AMD Ryzen 7,16,1000,SSD,17.3,No,1270.23
"Asus TUF Gaming F15 FX506LH-BQ116 Intel Core i7-10870H/16GB/1TB SSD/GTX1650/15.6""",Refurbished,Asus,ID,TUF,Intel Core i7,16,1000,SSD,15.6,No,652.19
"Asus TUF Gaming F15 FX506LH-HN129 Intel Core i7-10870H/16GB/512GB SSD/GTX1650/15.6""",Refurbished,Asus,IE,TUF,Intel Core i7,16,512,SSD,15.6,No,606.09
"Asus TUF Gaming F15 FX506LH-HN129T Intel Core i7-10870H/16GB/512GB SSD/GTX1650/15.6""",Refurbished,Asus,IL,TUF,Intel Core i7,16,512,SSD,15.6,No,794.74
"Asus TUF Gaming FX505DV-AL014 AMD Ryzen 7 3750H/16GB/512GB SSD/RTX 2060/15.6""",Refurbished,Asus,IM,TUF,AMD Ryzen 7,16,512,SSD,15.6,No,766.09
"Asus TUF Gaming FX505DV-AL116 AMD Ryzen 7 3750H/16GB/1TB SSD/RTX 2060/15.6""",Refurbished,Asus,IN,TUF,AMD Ryzen 7,16,1000,SSD,15.6,No,853.69
"Asus Tuf Gaming A15 FA506II-BQ029 AMD Ryzen 7 4800H/16GB/1TB SSD/GTX 1650Ti/15.6""",Refurbished,Asus,IO,TUF,AMD Ryzen 7,16,1000,SSD,15.6,No,647.39
"Asus Tuf Gaming A15 FA506IU-HN278 AMD Ryzen 7 4800H APU/16GB/1TB SSD/GTX 1660Ti/15.6""",Refurbished,Asus,IQ,TUF,AMD Ryzen 7,16,1000,SSD,15.6,No,785.69
"Asus VivoBook 14 M413DA-EB462 AMD Ryzen 7 3700U/8GB/512GB SSD/14""",Refurbished,Asus,IR,VivoBook,AMD Ryzen 7,8,512,SSD,14,No,495.74
"Asus VivoBook 15 F515JA-EJ066 Intel Core i3-1005G1/8GB/256GB SSD/15.6""",Refurbished,Asus,IS,VivoBook,Intel Core i3,8,256,SSD,15.6,No,363.83
"Asus VivoBook 15 OLED K513EA-L12437T Intel Core i7-1165G7/12GB/512GB SSD/15.6""",Refurbished,Asus,IT,VivoBook,Intel Core i7,12,512,SSD,15.6,No,799
"Asus VivoBook 15 X513EA-BQ003T Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Refurbished,Asus,JE,VivoBook,Intel Core i5,8,512,SSD,15.6,No,549.99
"Asus VivoBook 15 X513EA-BQ004T Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Refurbished,Asus,JM,VivoBook,Intel Core i5,8,512,SSD,15.6,No,699
"Asus VivoBook S14 S433EA-EB1149T Intel Core i7-1165G7/16GB/512GB SSD/14""",Refurbished,Asus,JO,VivoBook,Intel Core i7,16,512,SSD,14,No,799
"Asus VivoBook S15 S533EA-BN246T Intel Core i7-1165G7/16GB/512GB SSD/15.6""",Refurbished,Asus,JP,VivoBook,Intel Core i7,16,512,SSD,15.6,No,799
"Asus VivoBook S433EA-AM423T Intel Core i5-1135G7/8GB/512GB SSD/14""",Refurbished,Asus,KE,VivoBook,Intel Core i5,8,512,SSD,14,No,699
"Asus VivoBook S433EQ-EB048T Intel Core i7-1165G7/16GB/512GB SSD/MX350/14""",Refurbished,Asus,KG,VivoBook,Intel Core i7,16,512,SSD,14,No,999
"Asus ZenBook 14 UX425EA-BM020T Intel Core i7-1165G7/16GB/512GB SSD/14""",Refurbished,Asus,KH,ZenBook,Intel Core i7,16,512,SSD,14,No,849
"Asus ZenBook Flip S 13 UX371EA-HL259T Intel Evo Core i7-1165G7/16GB/512GB SSD/13.3"" T谩ctil",Refurbished,Asus,KI,ZenBook,Intel Evo Core i7,16,512,SSD,13.3,Yes,1099.99
"Asus Zenbook 14 UM425IA-AM006T AMD Ryzen 7 4700U/16GB/512GB SSD/14""",Refurbished,Asus,KM,ZenBook,AMD Ryzen 7,16,512,SSD,14,No,799
"Asus Zenbook 14 UM431DA-AM011R AMD Ryzen R5 3500U/8GB/512GB SSD/14""",Refurbished,Asus,KN,ZenBook,AMD Ryzen 5,8,512,SSD,14,No,571.54
"Asus Zenbook 14 UX425EA-HM165T Intel Core i7-1165G7/16GB/512GB SSD/14""",Refurbished,Asus,KP,ZenBook,Intel Core i7,16,512,SSD,14,No,950
"Asus Zenbook 14 UX425EA-KI359T Intel Core i7-1165G7/16GB/512GB SSD/14""",Refurbished,Asus,KR,ZenBook,Intel Core i7,16,512,SSD,14,No,849
"Dell Latitude 3400 Intel Core i5-8265U/8GB/256GB SSD/14""",Refurbished,Dell,KW,Latitude,Intel Core i5,8,256,SSD,14,No,579.2
"Dell Latitude 5480 Intel Core i5-7300U/8GB/256GB SSD/14""",Refurbished,Dell,KY,Latitude,Intel Core i5,8,256,SSD,14,No,489
"Dell Latitude 5490 Intel Core i5-8250U/8GB/256GB SSD/14""",Refurbished,Dell,KZ,Latitude,Intel Core i5,8,256,SSD,14,No,499
"Dell Latitude E5470 Intel Core i5-6300U/8GB/240GB SSD/14""",Refurbished,Dell,LA,Latitude,Intel Core i5,8,240,SSD,14,No,499
"Dell Latitude E5550 Intel Core i5-5300U/8GB/128GB SSD/15.6""",Refurbished,Dell,LB,Latitude,Intel Core i5,8,128,SSD,15.6,No,489
"Dell Latitude E7470 Intel Core i5-6300U/16GB/256GB SSD/14""",Refurbished,Dell,LC,Latitude,Intel Core i5,16,256,SSD,14,No,529
"Dell Latitude E7470 Intel Core i5-6300U/8GB/256GB SSD/14""",Refurbished,Dell,LI,Latitude,Intel Core i5,8,256,SSD,14,No,519.01
"Dell Vostro 3515 AMD Ryzen 5 3450U/8 GB/256GB SSD/15.6""",Refurbished,Dell,LK,Vostro,AMD Ryzen 5,8,256,SSD,15.6,No,617.54
"Dell Vostro 5301 Intel Core i5-1135G7/8GB/256GB SSD/13.3""",Refurbished,Dell,LR,Vostro,Intel Core i5,8,256,SSD,13.3,No,420.74
"Dell Vostro 5301 Intel Core i5-1135G7/8GB/512GB SSD/13.3""",Refurbished,Dell,LS,Vostro,Intel Core i5,8,512,SSD,13.3,No,511.59
"Dell Vostro 5502 Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Refurbished,Dell,LT,Vostro,Intel Core i5,8,512,SSD,15.6,No,549.93
"Dell XPS 13 9300 Intel Core i5-1035G1/8GB/512GB SSD/13.4""",Refurbished,Dell,LU,XPS,Intel Core i5,8,512,SSD,13.4,No,699
"Dell XPS 7390 Intel Core i7-10510U/16GB/512GB SSD/13.3""",Refurbished,Dell,LV,XPS,Intel Core i7,16,512,SSD,13.3,No,1086.88
"Dynabook Toshiba Satellite Pro C50-G-10S Intel Core i7-10510U/8GB/256GB SSD/15.6""",Refurbished,Dynabook Toshiba,LY,Satellite Pro,Intel Core i7,8,256,SSD,15.6,No,427.59
"Dynabook Toshiba Satellite Pro C50-H-114 Intel Core i7-1065G7/8GB/512GB SSD/15.6""",Refurbished,Dynabook Toshiba,MA,Satellite Pro,Intel Core i7,8,512,SSD,15.6,No,407.49
"Dynabook Toshiba Tecra A40-J-17N Intel Core i5-1135G7/8GB/256GB SSD/14""",Refurbished,Dynabook Toshiba,MC,Tecra,Intel Core i5,8,256,SSD,14,No,889
"Gigabyte A7 X1-CES1130SH AMD Ryzen 9 5900HX/16GB/512GB SSD/RTX3070/17.3""",Refurbished,Gigabyte,MD,A7,AMD Ryzen 9,16,512,SSD,17.3,No,1295.89
"Gigabyte AERO 15 OLED KC-8ES5130VP Intel Core i7-10870H/16GB/512GB SSD/RTX 3060/15.6""",Refurbished,Gigabyte,ME,Aero,Intel Core i7,16,512,SSD,15.6,No,1333.69
"Gigabyte AERO 15 OLED KD-72ES624SP Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Gigabyte,MG,Aero,Intel Core i7,16,1000,SSD,15.6,No,1183.28
"Gigabyte AERO 15 OLED WB-8ES5130SD Intel Core i7-10875H/16GB/512GB SSD/RTX 2070/15.6""",Refurbished,Gigabyte,MH,Aero,Intel Core i7,16,512,SSD,15.6,No,1128.54
"Gigabyte AERO 15 OLED WB-9ES5150SP Intel Core i9-10980HK/16GB/1TB SSD/RTX 2070 Max Q/15.6""",Refurbished,Gigabyte,MK,Aero,Intel Core i9,16,1000,SSD,15.6,No,1313.64
"Gigabyte AERO 15 OLED XA-7ES5130SD Intel Core i7-9750H/16GB/512GB SSD/RTX 2070/15.6""",Refurbished,Gigabyte,ML,Aero,Intel Core i7,16,512,SSD,15.6,No,1110.94
"Gigabyte AERO 15 OLED XD-73ES624SR Intel Core i7-11800H/16GB/1TB SSD/RTX 3070/15.6""",Refurbished,Gigabyte,MM,Aero,Intel Core i7,16,1000,SSD,15.6,No,1899
"Gigabyte AERO 15 OLED XD-73ES644SP Intel Core i7-11800H/32GB/1TB SSD/RTX 3070/15.6""",Refurbished,Gigabyte,MN,Aero,Intel Core i7,32,1000,SSD,15.6,No,1557.69
"Gigabyte AERO 15 XA-7ES2130SH Intel Core i7-9750H/16GB/512GB SSD/RTX 2070Q/15.6""",Refurbished,Gigabyte,MO,Aero,Intel Core i7,16,512,SSD,15.6,No,1605.19
"Gigabyte AERO 15 XB-7ES1130SH Intel Core i7-10750H/16GB/512GB SSD/RTX 2070 SUPER/15.6""",Refurbished,Gigabyte,MP,Aero,Intel Core i7,16,512,SSD,15.6,No,1263.99
"Gigabyte AERO 16 YE5-94ES948HP Intel Core i9-12900HK/32GB/2TB SSD/RTX 3080Ti/16""",Refurbished,Gigabyte,MQ,Aero,Intel Core i9,32,2000,SSD,16,No,3799
"Gigabyte AERO 17 HDR WB-8ES4130SH Intel Core i7-10875H/16GB/512GB SSD/RTX 2070/17.3""",Refurbished,Gigabyte,MR,Aero,Intel Core i7,16,512,SSD,17.3,No,2257.84
"Gigabyte AORUS 15G KB-7ES1130MD Intel Core i7-10750H/16GB/512GB SSD/RTX 2060/15.6""",Refurbished,Gigabyte,MS,Aorus,Intel Core i7,16,512,SSD,15.6,No,808.49
"Gigabyte AORUS 15G WB-8ES2130MD Intel Core i7-10875H/16GB/512GB SSD/RTX 2070/15.6""",Refurbished,Gigabyte,MT,Aorus,Intel Core i7,16,512,SSD,15.6,No,966.14
"Gigabyte AORUS 15G XB-8ES2130MD Intel Core i7-10875H/16GB/512GB SSD/RTX 2070 SUPER/15.6""",Refurbished,Gigabyte,MU,Aorus,Intel Core i7,16,512,SSD,15.6,No,1045.94
"Gigabyte AORUS 15P KB-7ES1130SD Intel Core i7-10750/16GB/512GB SSD/RTX 2060/15.6""",Refurbished,Gigabyte,MV,Aorus,Intel Core i7,16,512,SSD,15.6,No,935.69
"Gigabyte AORUS 15P KC-8ES2130SH Intel Core i7-10870H/16GB/512GB SSD/RTX 3060/15.6""",Refurbished,Gigabyte,MW,Aorus,Intel Core i7,16,512,SSD,15.6,No,1043.24
"Gigabyte AORUS 15P KD-72ES224SH Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Gigabyte,MX,Aorus,Intel Core i7,16,1000,SSD,15.6,No,1599
"Gigabyte AORUS 15P XC-8ES2430SH Intel Core i7-10870H/32GB/512GB SSD/RTX 3070/15.6""",Refurbished,Gigabyte,MY,Aorus,Intel Core i7,32,512,SSD,15.6,No,1300.94
"Gigabyte AORUS 15P XD Intel Core i7-11800H/16GB/1TB SSD/RTX 3070/15.6""",Refurbished,Gigabyte,MZ,Aorus,Intel Core i7,16,1000,SSD,15.6,No,1699
"Gigabyte AORUS 15P XD-73ES324SH Intel Core i7-11800H/16GB/1TB SSD/RTX 3070/15.6""",Refurbished,Gigabyte,NA,Aorus,Intel Core i7,16,1000,SSD,15.6,No,1304.79
"Gigabyte AORUS 17 YE5-74ES544SH Intel Core i7-12700H/32GB/1TB SSD/RTX 3080Ti/17.3""",Refurbished,Gigabyte,NC,Aorus,Intel Core i7,32,1000,SSD,17.3,No,3099
"Gigabyte AORUS 17G XC-8ES6430RH Intel Core i7-10870H/32GB/512GB SSD/RTX 3070/17.3""",Refurbished,Gigabyte,NE,Aorus,Intel Core i7,32,512,SSD,17.3,No,1478.39
"Gigabyte AORUS 5 KE4-72ES314SO Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Gigabyte,NF,Aorus,Intel Core i7,16,1000,SSD,15.6,No,1699
"Gigabyte Aorus 15-SA-7ES0250D Intel Core i7-9750H/16GB/512GB SSD/GTX 1660Ti/15.6""",Refurbished,Gigabyte,NG,Aorus,Intel Core i7,16,512,SSD,15.6,No,835.24
"HP 15S-EQ2127NS AMD Ryzen 3 5300U/8GB/256GB SSD/15.6""",Refurbished,HP,NI,15S,AMD Ryzen 3,8,256,SSD,15.6,No,449
"HP 15S-FQ1169NS Intel Core i5-1035G1/8GB/512GB SSD/15.6""",Refurbished,HP,NL,15S,Intel Core i5,8,512,SSD,15.6,No,407.69
"HP 15S-FQ4052NS Intel Core i5-1155G7/8GB/512GB SSD/15.6""",Refurbished,HP,NO,15S,Intel Core i5,8,512,SSD,15.6,No,555.49
"HP 15S-fq2005ns Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Refurbished,HP,NP,15S,Intel Core i5,8,512,SSD,15.6,No,421.27
"HP 15S-fq2095ns Intel Core i3-1115G4/8GB/256GB SSD/15.6""",Refurbished,HP,NR,15S,Intel Core i3,8,256,SSD,15.6,No,334.54
"HP 15S-fq2159ns Intel Core i3-1115G4/8GB/256GB SSD/15.6"" + Microsoft 365 Personal 12 Meses",New,HP,NU,15S,Intel Core i3,8,256,SSD,15.6,No,608.94
"HP 15S-fq4027ns Intel Core i5-1155G7/8GB/512GB SSD/15.6""",Refurbished,HP,NZ,15S,Intel Core i5,8,512,SSD,15.6,No,475.99
"HP 250 G8 Intel Core i3-1115G4/8GB/512GB SSD/15.6""",Refurbished,HP,OM,250,Intel Core i3,8,512,SSD,15.6,No,392.69
"HP 255 G8 AMD Ryzen 5 3500U/8GB/256 GB SSD/15.6""",Refurbished,HP,PA,255,AMD Ryzen 5,8,256,SSD,15.6,No,410.69
"HP EliteBook 650 G9 Intel Core i7-1255U/8GB/512GB SSD/15.6""",Refurbished,HP,PE,EliteBook,Intel Core i7,8,512,SSD,15.6,No,1654.05
"HP EliteBook 830 G6 Intel Core i5-8265U/8GB/256GB SSD/13.3""",Refurbished,HP,PF,EliteBook,Intel Core i5,8,256,SSD,13.3,No,725.89
"HP EliteBook 830 G8 Intel Core i5-1135G7/8GB/256GB SSD/13.3""",Refurbished,HP,PG,EliteBook,Intel Core i5,8,256,SSD,13.3,No,1678.02
"HP EliteBook 830 G8 Intel Core i7-1165G7/16GB/512GB SSD/13.3""",Refurbished,HP,PH,EliteBook,Intel Core i7,16,512,SSD,13.3,No,1943.51
"HP EliteBook 840 G4 Intel Core  i7-7500U/8GB/256GB SSD/14""",Refurbished,HP,PK,EliteBook,Intel Core i7,8,256,SSD,14,No,538
"HP EliteBook 840 G8 Intel Core i7-1165G7/16GB/512GB SSD/14""",Refurbished,HP,PL,EliteBook,Intel Core i7,16,512,SSD,14,No,1689.06
"HP EliteBook 850 G6 Intel Core i5-8265U/8GB/256GB SSD/15.6""",Refurbished,HP,PM,EliteBook,Intel Core i5,8,256,SSD,15.6,No,520
"HP EliteBook 850 G7 Intel Core i5-10210U/8GB/256GB SSD/15.6""",Refurbished,HP,PN,EliteBook,Intel Core i5,8,256,SSD,15.6,No,1074.06
"HP EliteBook 850 G8 Intel Core i7-1165G7/16GB/512GB SSD/15.6""",Refurbished,HP,PR,EliteBook,Intel Core i7,16,512,SSD,15.6,No,1889.25
"HP EliteBook x360 1030 G4 Intel Core i5-8265U/8GB/256GB SSD/13.3"" T谩ctil",Refurbished,HP,PS,EliteBook,Intel Core i5,8,256,SSD,13.3,Yes,866
"HP Essential 255 G8 AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",Refurbished,HP,PT,255,AMD Ryzen 5,8,512,SSD,15.6,No,599
"HP OMEN 15-DC0005NS Intel Core i7-8750H/8GB/1TB/GTX 1050/15.6""",Refurbished,HP,PW,Omen,Intel Core i7,8,1000,,15.6,No,784.69
"HP OMEN 15-EN0004NS AMD Ryzen 7 4800H/16GB/1TB SSD/RTX 2060/15.6""",Refurbished,HP,PY,Omen,AMD Ryzen 7,16,1000,SSD,15.6,No,863.44
"HP OMEN 16-C0045NS AMD Ryzen 9 5900HX/16GB/1TB SSD/RTX 3070/16.1""",Refurbished,HP,QA,Omen,AMD Ryzen 9,16,1000,SSD,16.1,No,1242.39
"HP OMEN 16-b0045ns Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/16.1""",Refurbished,HP,RE,Omen,Intel Core i7,16,1000,SSD,16.1,No,1499
"HP OMEN 16-b0046ns Intel Core i7-11800H/32GB/1TB SSD/RTX 3060/16.1""",Refurbished,HP,RO,Omen,Intel Core i7,32,1000,SSD,16.1,No,1198.64
"HP OMEN 16-c0013ns AMD Ryzen 7 5800H/16GB/512GB SSD/RTX 3050Ti/16.1""",Refurbished,HP,RS,Omen,AMD Ryzen 7,16,512,SSD,16.1,No,829.33
